id,name,now_cost,position,team,total_points,assists,penalties_saved,goals_scored,cost_change_start_fall,expected_goal_involvements,goals_conceded,creativity_rank,in_dreamteam,chance_of_playing_next_round,influence_rank,threat,news,region,selected_rank,expected_assists,clean_sheets_per_90,value_form,clean_sheets,ep_next,transfers_out_event,chance_of_playing_this_round,ict_index_rank_type,cost_change_start,points_per_game_rank_type,goals_conceded_per_90,ict_index_rank,expected_goals_conceded,saves,creativity,ep_this,ict_index,expected_goal_involvements_per_90,expected_assists_per_90,points_per_game,expected_goals_per_90,penalties_missed,selected_by_percent,transfers_in,minutes,status,transfers_in_event,expected_goals,threat_rank,now_cost_rank,yellow_cards,cost_change_event_fall,red_cards,penalties_order,bps,web_name,form_rank,transfers_out,can_select,creativity_rank_type,news_added,dreamteam_count,selected_rank_type,points_per_game_rank,influence_rank_type,starts_per_90,saves_per_90,cost_change_event,corners_and_indirect_freekicks_order,form_rank_type,influence,bonus,expected_goals_conceded_per_90,now_cost_rank_type,threat_rank_type,event_points,form,value_season,own_goals,direct_freekicks_order,starts
26,Álex Moreno Lopera,4.4,DEF,Nott'm Forest,30,1,0,0,1,0.98,13,201,False,0.0,192,25.0,Ineligible to face his parent club on 14/12. - Expected back 21 Dec,200.0,234,0.81,0.34,0.2,3,0.0,8563,,79,-1,41,1.49,247,10.56,0,78.6,0.8,26.0,0.11,0.09,2.7,0.02,0,0.7,88718,787,n,140,0.17,286,476,2,0,0,,107,Alex Moreno,286,91498,True,50,2024-12-07T21:30:07.580389Z,1,89,151,75,1.14,0.0,0,,83,156.6,1,1.21,89,89,0,0.8,6.8,0,,10
422,Ola Aina,4.9,DEF,Nott'm Forest,58,0,0,1,-4,1.24,17,148,False,100.0,81,31.0,,157.0,28,1.13,0.35,0.5,5,2.5,28993,100.0,37,4,8,1.19,146,16.1,0,124.0,2.5,42.1,0.09,0.08,3.9,0.01,0,14.5,2049400,1283,a,57545,0.11,271,249,2,0,0,,229,Aina,126,673712,True,32,2024-11-21T08:30:09.347848Z,3,10,53,29,1.05,0.0,0,,30,265.8,10,1.13,27,83,1,2.5,11.8,0,,15
423,Elliot Anderson,5.0,MID,Nott'm Forest,37,4,0,0,0,2.06,11,39,False,100.0,120,147.0,,241.0,377,1.29,0.44,0.4,4,2.2,534,100.0,43,0,68,1.22,68,10.13,0,288.7,2.2,66.2,0.23,0.14,2.6,0.09,0,0.2,31104,814,a,745,0.77,99,204,3,0,0,,203,Anderson,151,31878,True,32,2024-11-13T15:30:08.535910Z,0,131,163,42,1.11,0.0,0,3.0,74,227.6,2,1.12,128,64,5,2.2,7.4,0,,10
424,Taiwo Awoniyi,5.5,FWD,Nott'm Forest,12,0,0,0,5,0.53,3,323,False,,411,44.0,,157.0,319,0.09,0.0,0.2,0,1.0,751,,39,-5,40,1.36,363,2.63,0,22.3,1.0,7.3,0.24,0.04,1.1,0.2,0,0.3,28783,198,a,552,0.44,244,114,0,1,0,,30,Awoniyi,277,95433,True,37,,0,51,368,39,0.91,0.0,-1,,36,12.2,0,1.2,33,38,1,1.0,2.2,0,,2
425,Willy Boly,4.2,DEF,Nott'm Forest,3,0,0,0,3,0.07,1,440,False,100.0,364,17.0,,54.0,424,0.0,0.0,0.0,0,0.0,238,100.0,133,-3,101,0.99,392,1.22,0,0.2,0.0,4.9,0.07,0.0,1.5,0.07,0,0.1,7393,91,a,235,0.07,312,572,0,0,0,,13,Boly,471,22269,True,158,2024-09-11T12:30:07.170970Z,0,155,310,130,0.99,0.0,0,,187,32.0,0,1.21,145,100,0,0.0,0.7,0,,1
426,Josh Bowler,4.5,MID,Nott'm Forest,0,0,0,0,0,0.0,0,583,False,0.0,588,0.0,Loaned to  Preston North End,,600,0.0,0.0,0.0,0,0.0,28,0.0,242,0,244,0.0,590,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1220,0,u,0,0.0,565,384,0,0,0,,0,Bowler,535,6051,False,244,2024-08-31T08:19:22.292913Z,0,258,594,240,0.0,0.0,0,,201,0.0,0,0.0,232,237,0,0.0,0.0,0,,0
427,Carlos Miguel dos Santos Pereira,4.2,GKP,Nott'm Forest,0,0,0,0,3,0.0,0,533,False,,549,0.0,,30.0,390,0.0,0.0,0.0,0,0.0,289,,66,-3,66,0.0,551,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,8645,0,a,110,0.0,503,581,0,0,0,,0,C.Miguel,475,28516,True,48,,0,55,554,66,0.0,0.0,0,,62,0.0,0,0.0,38,39,0,0.0,0.0,0,,0
428,Eric da Silva Moreira,4.4,MID,Nott'm Forest,2,0,0,0,1,0.0,0,435,False,,437,0.0,,80.0,459,0.0,0.0,0.0,0,0.2,402,,215,-1,182,0.0,451,0.31,0,0.3,0.2,0.6,0.0,0.0,1.0,0.0,0,0.1,10252,28,a,428,0.0,546,525,0,0,0,,9,Da Silva Moreira,363,10366,True,224,,0,169,396,208,0.0,0.0,0,,172,5.2,0,1.0,311,230,0,0.2,0.5,0,,0
429,Danilo dos Santos de Oliveira,4.7,MID,Nott'm Forest,1,0,0,0,3,0.0,0,446,False,0.0,651,0.0,Ankle injury - Unknown return date,30.0,622,0.0,0.0,0.0,0,0.0,19,0.0,290,-3,196,0.0,652,0.28,0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,573,14,i,12,0.0,635,343,0,0,0,,1,Danilo,611,5331,True,228,2024-08-17T20:00:06.172553Z,0,272,415,289,6.43,0.0,0,,261,0.0,0,1.8,223,287,0,0.0,0.2,0,,1
430,Emmanuel Dennis,4.9,FWD,Nott'm Forest,0,0,0,0,1,0.0,0,655,False,,660,0.0,,157.0,325,0.0,0.0,0.0,0,0.0,933,,63,-1,64,0.0,660,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,41113,0,a,621,0.0,649,268,0,0,0,,0,Dennis,628,45468,True,62,,0,53,661,63,0.0,0.0,0,,59,0.0,0,0.0,56,63,0,0.0,0.0,0,,0
431,Nicolás Domínguez,4.8,MID,Nott'm Forest,17,0,0,0,2,0.99,10,205,False,,229,87.0,,10.0,547,0.27,0.26,0.3,2,1.2,138,,115,-2,168,1.29,225,10.7,0,76.5,1.2,29.1,0.12,0.03,1.3,0.09,0,0.0,3322,699,a,97,0.72,165,313,4,0,0,,90,Dominguez,238,4260,True,130,,0,221,349,97,1.03,0.0,0,,120,127.6,0,1.38,206,103,1,1.2,3.5,0,,8
432,Anthony Elanga,5.1,MID,Nott'm Forest,30,2,0,0,4,2.35,12,63,False,100.0,258,131.0,,206.0,235,1.49,0.34,0.2,3,1.2,2213,100.0,80,-4,112,1.34,137,10.78,0,225.5,1.2,46.3,0.27,0.17,2.0,0.1,0,0.7,68451,804,a,777,0.86,116,182,1,0,0,,104,Elanga,242,224008,True,49,2024-11-23T22:30:08.527966Z,0,75,248,113,1.12,0.0,0,2.0,122,103.6,0,1.21,111,76,1,1.2,5.9,0,4.0,10
433,Morgan Gibbs-White,6.3,MID,Nott'm Forest,37,1,0,2,2,3.1,11,44,False,100.0,147,248.0,,241.0,195,1.62,0.43,0.6,4,4.0,1523,100.0,34,-2,40,1.17,54,10.1,0,271.8,4.0,71.7,0.33,0.17,3.4,0.16,0,1.1,198692,844,a,11996,1.48,47,54,3,0,1,2.0,144,Gibbs-White,65,556833,True,35,2024-11-23T22:30:08.545151Z,1,58,83,54,1.17,0.0,0,,33,197.2,5,1.08,32,29,13,4.0,5.9,0,2.0,11
434,Callum Hudson-Odoi,5.4,MID,Nott'm Forest,48,2,0,2,1,2.5,11,31,False,100.0,142,200.0,,241.0,146,1.23,0.43,0.5,5,2.5,7150,100.0,33,-1,38,0.94,53,10.12,0,318.8,2.5,71.7,0.22,0.11,3.4,0.11,0,1.9,314674,1050,a,3914,1.27,64,132,1,0,0,,208,Hudson-Odoi,132,469057,True,26,2024-10-23T08:00:07.622507Z,1,44,81,50,1.03,0.0,0,,66,201.8,3,0.87,78,39,5,2.5,8.9,0,,12
435,Alex Mighten,4.5,MID,Nott'm Forest,0,0,0,0,0,0.0,0,582,False,0.0,587,0.0,Season long loan to Port Vale,,615,0.0,0.0,0.0,0,0.0,20,0.0,241,0,243,0.0,589,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,689,0,u,0,0.0,564,383,0,0,0,,0,Mighten,534,3873,False,243,2024-08-29T11:09:56.647313Z,0,266,593,239,0.0,0.0,0,,200,0.0,0,0.0,231,236,0,0.0,0.0,0,,0
436,Murillo Santiago Costa dos Santos,4.6,DEF,Nott'm Forest,53,0,0,1,-1,1.41,18,155,False,,26,123.0,,30.0,96,0.49,0.33,0.5,5,2.2,9665,,13,1,16,1.2,77,17.08,0,121.1,2.2,61.2,0.09,0.03,3.5,0.06,0,3.7,449902,1350,a,21270,0.92,123,354,2,0,0,,213,Murillo,147,127603,True,34,,0,36,76,7,1.0,0.0,0,,41,366.4,4,1.14,53,14,1,2.2,11.5,0,3.0,15
437,Neco Williams,4.3,DEF,Nott'm Forest,20,0,0,0,2,0.95,5,195,False,,242,77.0,,244.0,282,0.31,0.33,0.4,2,1.8,891,,72,-2,90,0.81,232,6.33,0,83.9,1.8,27.7,0.15,0.05,1.7,0.1,0,0.4,47158,553,a,1282,0.64,182,550,4,0,0,,73,N.Williams,178,62745,True,47,,0,102,288,92,0.81,0.0,0,,50,114.0,0,1.03,129,39,0,1.8,4.7,0,5.0,5
438,Omar Richards,4.5,DEF,Nott'm Forest,0,0,0,0,0,0.0,0,578,False,0.0,583,0.0,Loaned to Rio Ave,,607,0.0,0.0,0.0,0,0.0,12,0.0,225,0,224,0.0,585,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,33,0,u,0,0.0,559,371,0,0,0,,0,O.Richards,529,4717,False,225,2024-08-22T11:19:23.101534Z,0,206,589,225,0.0,0.0,0,,215,0.0,0,0.0,63,220,0,0.0,0.0,0,,0
439,Lewis O'Brien,5.0,MID,Nott'm Forest,0,0,0,0,0,0.0,0,664,False,0.0,668,0.0,On loan to Los Angeles Football Club for the rest of the season,,692,0.0,0.0,0.0,0,0.0,0,0.0,301,0,301,0.0,668,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,661,209,0,0,0,,0,O'Brien,644,119,False,301,2024-08-01T07:01:57.624673Z,0,314,668,301,0.0,0.0,0,,287,0.0,0,0.0,132,299,0,0.0,0.0,0,,0
440,Andrew Omobamidele,4.3,DEF,Nott'm Forest,0,0,0,0,2,0.0,0,547,False,,558,0.0,,104.0,512,0.0,0.0,0.0,0,0.0,59,,215,-2,213,0.0,560,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,1024,0,a,26,0.0,521,560,0,0,0,,0,Omobamidele,492,4733,True,214,,0,184,563,215,0.0,0.0,0,,201,0.0,0,0.0,137,206,0,0.0,0.0,0,,0
441,Jonathan Panzo,4.0,DEF,Nott'm Forest,0,0,0,0,0,0.0,0,473,False,0.0,494,0.0,On a season long loan to Rio Ave,,689,0.0,0.0,0.0,0,0.0,0,0.0,173,0,170,0.0,496,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,436,615,0,0,0,,0,Panzo,406,121,False,171,2024-07-18T09:44:17.568948Z,0,231,498,173,0.0,0.0,0,,143,0.0,0,0.0,173,155,0,0.0,0.0,0,,0
442,Ibrahim Sangaré,4.4,MID,Nott'm Forest,4,0,0,0,1,0.08,2,337,False,0.0,356,19.0,Hamstring injury - Unknown return date,54.0,229,0.06,0.42,0.0,1,0.0,2136,0.0,179,-1,163,0.85,360,1.98,0,16.4,0.0,7.4,0.04,0.03,1.3,0.01,0,0.8,166997,212,i,82,0.02,305,487,2,0,0,,26,Sangaré,499,308654,True,192,2024-09-12T15:00:06.800627Z,0,73,344,165,1.27,0.0,0,,184,38.8,0,0.84,297,169,0,0.0,0.9,0,,3
443,Matz Sels,4.7,GKP,Nott'm Forest,62,1,0,0,-2,0.04,18,445,False,100.0,31,0.0,,21.0,52,0.04,0.33,0.6,5,3.0,11251,100.0,10,2,5,1.2,189,17.08,43,0.1,3.0,34.9,0.0,0.0,4.1,0.0,0,7.7,1009048,1350,a,26903,0.0,631,322,2,0,0,,200,Sels,90,354690,True,11,2024-10-12T11:00:07.468908Z,1,10,38,11,1.0,2.87,0,,7,346.2,6,1.14,12,61,2,3.0,13.2,0,,15
444,Harry Toffolo,4.3,DEF,Nott'm Forest,1,0,0,0,2,0.03,1,399,False,,421,6.0,,241.0,508,0.01,0.0,0.0,0,0.0,72,,150,-2,135,2.5,432,0.67,0,3.0,0.0,1.9,0.07,0.02,1.0,0.05,0,0.1,1395,36,a,23,0.02,357,541,0,0,0,,0,Toffolo,483,5890,True,139,,0,183,386,148,0.0,0.0,0,,195,9.6,0,1.68,122,121,0,0.0,0.2,0,,0
446,Hwang Ui-jo,4.5,FWD,Nott'm Forest,0,0,0,0,0,0.0,0,576,False,0.0,581,0.0,Transferred to Alanyaspor,114.0,191,0.0,0.0,0.0,0,0.0,2497,0.0,50,0,53,0.0,583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,317328,0,u,0,0.0,557,369,0,0,0,,0,Ui-jo,527,366080,False,50,2024-09-10T11:39:20.038647Z,0,34,587,50,0.0,0.0,0,,46,0.0,0,0.0,64,50,0,0.0,0.0,0,,0
447,Chris Wood,6.5,FWD,Nott'm Forest,88,0,0,10,-5,6.26,15,166,True,100.0,24,420.0,,154.0,15,0.19,0.47,0.8,6,5.0,25659,100.0,6,5,3,1.18,28,13.72,0,106.9,5.0,90.0,0.49,0.01,5.9,0.48,0,22.7,3548528,1144,a,139630,6.07,12,44,1,0,0,1.0,344,Wood,31,1765339,True,21,2024-10-26T11:00:07.644070Z,1,5,7,4,1.1,0.0,0,,7,370.8,20,1.08,19,5,8,5.0,13.5,0,,14
448,Joe Worrall,4.5,DEF,Nott'm Forest,0,0,0,0,0,0.0,0,579,False,0.0,584,0.0,Transferred to Burnley,,591,0.0,0.0,0.0,0,0.0,23,0.0,226,0,225,0.0,586,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71,0,u,0,0.0,560,372,0,0,0,,0,Worrall,530,5089,False,226,2024-08-26T10:09:19.430328Z,0,201,590,226,0.0,0.0,0,,216,0.0,0,0.0,64,221,0,0.0,0.0,0,,0
449,Ryan Yates,4.9,MID,Nott'm Forest,37,1,0,1,1,1.99,14,108,False,100.0,178,165.0,,241.0,335,0.38,0.32,0.4,4,1.8,1184,100.0,70,-1,71,1.12,120,15.2,0,163.5,1.8,49.7,0.16,0.03,2.5,0.13,0,0.2,55807,1121,a,276,1.61,90,262,4,0,0,,168,Yates,186,50390,True,79,2024-08-30T04:00:05.695621Z,0,110,173,69,0.88,0.0,0,,89,168.8,3,1.22,169,57,2,1.8,7.6,0,,11
531,James Ward-Prowse,6.2,MID,Nott'm Forest,9,0,0,0,3,0.45,8,234,False,100.0,345,9.0,,241.0,249,0.39,0.23,0.1,1,0.5,958,100.0,163,-3,172,1.83,329,5.54,0,60.9,0.5,11.6,0.1,0.09,1.3,0.01,0,0.5,22276,394,a,308,0.06,348,59,0,0,1,,44,Ward-Prowse,338,157220,True,146,2024-10-25T22:30:06.650947Z,0,81,353,164,1.14,0.0,0,1.0,169,45.6,0,1.27,37,188,0,0.5,1.5,0,1.0,5
573,Nikola Milenković,4.5,DEF,Nott'm Forest,50,1,0,1,0,2.49,17,267,False,,102,123.0,,190.0,173,0.44,0.36,0.8,5,3.5,1580,,43,0,13,1.21,159,15.86,0,47.4,3.5,41.1,0.18,0.03,3.6,0.15,0,1.4,189134,1260,a,29438,2.05,122,377,2,0,0,,169,Milenković,78,66819,True,72,,0,70,69,38,1.0,0.0,0,,18,242.8,0,1.13,68,13,7,3.5,11.1,0,,14
596,João Pedro Ferreira Silva,5.9,MID,Nott'm Forest,22,2,0,0,1,2.04,9,170,False,100.0,310,95.0,,173.0,431,1.52,0.19,0.4,1,2.5,352,100.0,121,-1,142,1.72,239,7.33,0,103.3,2.5,26.8,0.39,0.29,1.6,0.1,0,0.1,11085,472,a,534,0.52,150,86,2,0,0,,89,Jota Silva,136,17356,True,112,2024-11-01T10:30:06.942890Z,0,155,306,145,0.57,0.0,0,,69,68.0,0,1.4,54,93,1,2.5,3.7,0,,3
620,Ramón Sosa,5.5,MID,Nott'm Forest,15,0,0,1,0,1.09,2,191,False,,315,50.0,,168.0,532,0.3,0.0,0.1,0,0.8,149,,141,0,154,1.29,277,1.01,0,85.5,0.8,20.0,0.7,0.19,1.5,0.51,0,0.0,3772,140,a,84,0.79,230,123,0,0,0,,62,Sosa,301,3557,True,122,,0,212,329,149,0.0,0.0,0,,154,65.6,0,0.65,75,126,0,0.8,2.7,0,,0
653,Felipe Rodrigues da Silva,4.5,DEF,Nott'm Forest,8,0,0,0,0,0.01,1,397,False,,333,0.0,,30.0,553,0.01,0.0,0.2,0,0.8,109,,128,0,142,0.62,385,2.3,0,3.2,0.8,5.7,0.01,0.01,1.0,0.0,0,0.0,2362,144,a,146,0.0,583,410,0,0,0,,32,Morato,290,1730,True,137,,0,194,400,115,0.0,0.0,0,,87,53.8,0,1.44,81,224,1,0.8,1.8,0,,0
14,Aaron Ramsdale,4.4,GKP,Southampton,26,0,0,0,1,0.01,19,555,False,0.0,85,0.0,Hand injury - Expected back 22 Dec,241.0,179,0.01,0.11,0.0,1,0.0,6233,0.0,15,-1,21,2.11,243,20.33,36,0.0,0.0,26.2,0.0,0.0,2.9,0.0,0,1.4,257337,810,i,95,0.0,532,496,1,0,0,,102,Ramsdale,504,228235,True,58,2024-11-12T14:30:07.315514Z,1,24,125,15,1.0,4.0,0,,68,261.6,2,2.26,21,50,0,0.0,5.9,0,,9
27,Cameron Archer,5.0,FWD,Southampton,34,0,0,2,0,4.72,17,285,False,,277,258.0,,241.0,132,0.37,0.11,0.4,1,0.8,9331,,24,0,29,1.83,172,22.34,0,38.9,1.3,38.8,0.51,0.04,2.3,0.47,1,2.2,427880,836,a,10628,4.35,45,213,0,0,0,2.0,90,Archer,193,345461,True,32,,1,22,207,25,0.97,0.0,0,,25,90.2,4,2.41,47,18,2,1.8,6.8,0,,9
188,Lesley Ugochukwu,4.5,MID,Southampton,6,0,0,0,0,0.27,8,298,False,100.0,384,6.0,,73.0,326,0.06,0.0,0.0,0,-0.8,738,100.0,186,0,186,3.46,381,5.96,0,30.8,-0.3,5.9,0.12,0.03,1.0,0.09,0,0.3,44039,208,a,158,0.21,363,430,1,0,0,,18,Ugochukwu,367,51687,True,176,2024-11-30T01:00:07.716140Z,0,105,402,181,0.87,0.0,0,,174,22.8,0,2.58,262,195,0,0.2,1.3,0,,2
397,Ryan Fraser,4.8,MID,Southampton,6,0,0,0,2,0.12,12,309,False,100.0,360,13.0,,243.0,574,0.1,0.0,0.3,0,0.2,63,100.0,182,-2,217,3.59,370,10.12,0,26.5,0.7,6.7,0.04,0.03,0.9,0.01,0,0.0,2003,301,a,23,0.02,322,291,0,0,1,,28,Fraser,234,3920,True,180,2024-11-01T16:30:08.020367Z,0,235,444,167,1.2,0.0,0,,116,35.8,0,3.03,190,175,0,1.2,1.2,0,,4
450,Carlos Alcaraz Durán,4.9,MID,Southampton,1,0,0,0,1,0.1,0,339,False,0.0,428,19.0,Permanent transfer to Flamengo,,593,0.03,0.0,0.0,0,0.0,11,0.0,194,-1,205,0.0,398,0.0,0,15.9,0.0,4.3,1.0,0.3,1.0,0.7,0,0.0,1072,9,u,0,0.07,308,285,0,0,0,,4,Alcaraz,637,9877,False,194,2024-08-30T09:48:28.633540Z,0,251,426,204,0.0,0.0,0,,281,8.4,0,0.0,186,171,0,0.0,0.2,0,,0
451,Samuel Amo-Ameyaw,4.4,MID,Southampton,1,0,0,0,1,0.15,0,338,False,,446,6.0,,241.0,412,0.13,0.0,0.0,0,-1.0,1021,,201,-1,225,0.0,416,1.11,0,16.1,-0.5,2.6,0.52,0.45,0.5,0.07,0,0.1,19391,26,a,410,0.02,360,518,1,0,0,,1,Amo-Ameyaw,514,17892,True,193,,0,144,468,212,0.0,0.0,0,,190,4.0,0,3.84,304,194,0,0.0,0.2,0,,0
452,Joe Aribo,4.9,MID,Southampton,34,0,0,2,1,3.09,21,165,False,,162,182.0,,157.0,474,0.89,0.0,0.6,0,1.8,555,,75,-1,81,2.33,132,26.05,0,107.9,2.3,47.6,0.34,0.1,2.4,0.24,0,0.1,11341,810,a,224,2.2,74,255,0,0,0,,163,Aribo,105,11252,True,108,,0,176,192,60,0.78,0.0,0,,55,183.8,3,2.89,162,46,1,2.8,6.9,0,,7
453,Adam Armstrong,5.1,FWD,Southampton,30,2,0,2,4,2.8,14,181,False,,247,179.0,,241.0,207,0.44,0.12,0.7,1,2.8,4722,,25,-4,26,1.63,174,18.93,0,95.8,3.3,38.5,0.33,0.05,2.5,0.28,1,0.9,154912,771,a,8948,2.36,78,176,4,0,0,1.0,97,Armstrong,73,226110,True,22,,0,36,176,24,1.05,0.0,0,,15,111.6,2,2.21,44,26,2,3.8,5.9,0,,9
454,Gavin Bazunu,4.3,GKP,Southampton,0,0,0,0,2,0.0,0,546,False,0.0,557,0.0,Achilles injury - Expected back 15 Feb,104.0,440,0.0,0.0,0.0,0,0.0,151,0.0,70,-2,70,0.0,559,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,1984,0,i,37,0.0,520,558,0,0,0,,0,Bazunu,491,22939,True,56,2024-08-23T09:30:06.171400Z,0,61,562,70,0.0,0.0,0,,67,0.0,0,0.0,33,49,0,0.0,0.0,0,,0
455,Jan Bednarek,4.0,DEF,Southampton,17,0,0,0,0,0.77,21,268,False,50.0,77,10.0,Knee injury - 50% chance of playing,172.0,121,0.76,0.09,0.0,1,-0.5,9557,50.0,62,0,98,1.93,204,23.03,0,47.3,-0.2,32.6,0.07,0.07,1.5,0.0,0,2.5,423239,980,d,722,0.01,337,606,3,0,0,,100,Bednarek,398,312489,True,73,2024-12-06T15:30:08.306281Z,0,50,307,25,1.01,0.0,0,,138,269.4,0,2.12,167,115,0,0.0,4.2,0,,11
456,Armel Bella-Kotchap,3.9,DEF,Southampton,0,0,0,0,1,0.0,0,450,False,,472,0.0,,80.0,259,0.0,0.0,0.0,0,-1.0,1338,,163,-1,162,0.0,474,0.0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,46179,0,a,1254,0.0,410,688,0,0,0,,0,Bella-Kotchap,381,33223,True,161,,0,96,478,163,0.0,0.0,0,,130,0.0,0,0.0,227,142,0,0.0,0.0,0,,0
457,James Bree,3.9,DEF,Southampton,2,0,0,0,1,0.13,5,302,False,,376,0.0,,241.0,316,0.13,0.0,0.1,0,-0.8,1091,,129,-1,153,3.33,386,6.66,0,29.2,-0.3,5.5,0.09,0.09,0.7,0.0,0,0.3,28038,135,a,2103,0.0,407,682,0,0,0,,13,Bree,346,16637,True,92,,0,118,461,134,1.33,0.0,0,,111,26.6,0,4.44,222,140,1,0.2,0.5,0,,2
458,Shea Charles,4.5,MID,Southampton,0,0,0,0,0,0.0,0,594,False,0.0,599,0.0,Has joined Sheffield Wednesday on a season-long loan,,563,0.0,0.0,0.0,0,0.0,38,0.0,251,0,253,0.0,601,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1091,0,u,0,0.0,576,401,0,0,0,,0,Charles,546,7186,False,253,2024-08-29T11:10:39.600629Z,0,229,605,249,0.0,0.0,0,,210,0.0,0,0.0,242,246,0,0.0,0.0,0,,0
459,Samuel Edozie,4.9,MID,Southampton,1,0,0,0,1,0.15,0,330,False,0.0,420,22.0,Loaned to Anderlecht,,637,0.15,0.0,0.0,0,0.0,6,0.0,189,-1,229,0.0,391,0.31,0,19.0,0.0,5.1,0.21,0.21,0.5,0.0,0,0.0,463,64,u,0,0.0,291,282,1,0,0,,6,Edozie,634,2555,False,187,2024-09-10T11:28:17.403794Z,0,279,473,200,0.0,0.0,0,,279,9.8,0,0.44,184,160,0,0.0,0.2,0,,0
460,Ronnie Edwards,3.9,DEF,Southampton,1,0,0,0,1,0.0,1,442,False,,439,0.0,,241.0,292,0.0,0.0,0.1,0,-0.8,1297,,156,-1,122,7.5,456,0.32,0,0.1,-0.3,0.5,0.0,0.0,1.0,0.0,0,0.4,36312,12,a,1206,0.0,411,689,0,0,0,,-1,Edwards,349,21201,True,159,,0,110,372,153,0.0,0.0,0,,114,5.0,0,2.4,228,143,0,0.2,0.3,0,,0
461,Taylor Harwood-Bellis,4.1,DEF,Southampton,26,0,0,1,-1,1.35,22,171,False,100.0,40,109.0,,241.0,45,0.19,0.08,0.2,1,0.0,9345,100.0,21,1,78,1.75,102,26.49,0,102.2,0.5,53.8,0.11,0.02,1.9,0.09,0,8.7,688221,1129,a,8773,1.16,136,586,5,0,0,,112,Harwood-Bellis,254,767664,True,38,2024-11-30T01:00:08.130168Z,0,15,253,12,1.04,0.0,0,,73,325.4,0,2.11,156,18,2,1.0,6.3,0,,13
462,Kamaldeen Sulemana,5.0,MID,Southampton,5,0,0,0,0,0.03,3,416,False,100.0,412,11.0,,81.0,654,0.01,0.0,0.2,0,-0.2,19,100.0,205,0,206,5.87,421,3.0,0,1.4,0.3,2.4,0.06,0.02,1.0,0.04,0,0.0,632,46,a,13,0.02,333,225,0,0,0,,18,Kamaldeen,298,946,True,214,2024-08-05T15:00:04.500770Z,0,289,428,194,0.0,0.0,0,,152,12.0,0,5.87,142,181,1,0.8,1.0,0,,0
463,Adam Lallana,5.0,MID,Southampton,11,2,0,0,0,0.59,5,219,False,50.0,305,21.0,Hamstring injury - 50% chance of playing,241.0,577,0.44,0.0,0.0,0,-0.5,61,0.0,154,0,161,1.44,309,5.69,0,67.1,0.0,15.8,0.17,0.13,1.4,0.04,0,0.0,2960,312,d,5,0.15,300,188,4,0,0,,57,Lallana,641,5251,True,136,2024-11-25T09:30:07.787290Z,0,238,339,141,1.44,0.0,0,,284,70.6,1,1.64,117,165,0,0.0,2.2,0,,5
464,Juan Larios López,4.0,DEF,Southampton,0,0,0,0,0,0.0,0,506,False,0.0,526,0.0,Unknown - Expected back 16 Jan,200.0,482,0.0,0.0,0.0,0,0.0,157,0.0,190,0,187,0.0,528,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,2747,0,i,29,0.0,471,655,0,0,0,,0,Larios,441,6655,True,188,2024-11-29T12:00:07.896449Z,0,176,530,190,0.0,0.0,0,,162,0.0,0,0.0,197,174,0,0.0,0.0,0,,0
465,Mateusz Lis,4.0,GKP,Southampton,0,0,0,0,0,0.0,0,471,False,0.0,492,0.0,Transferred to Göztepe,,447,0.0,0.0,0.0,0,0.0,104,0.0,47,0,47,0.0,494,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,888,0,u,0,0.0,434,613,0,0,0,,0,Lis,404,16523,False,25,2024-08-23T12:38:57.742902Z,0,63,496,47,0.0,0.0,0,,39,0.0,0,0.0,51,15,0,0.0,0.0,0,,0
466,Joe Lumley,4.0,GKP,Southampton,8,0,0,0,0,0.0,7,463,False,,261,0.0,,241.0,258,0.0,0.0,0.5,0,1.0,2082,,25,0,25,2.33,338,9.4,13,0.0,1.5,10.2,0.0,0.0,2.7,0.0,0,0.5,41390,270,a,6131,0.0,426,603,0,0,0,,22,Lumley,156,20227,True,22,,0,39,148,25,1.0,4.33,0,,13,102.2,0,3.13,48,12,3,2.0,2.0,0,,3
