id,name,now_cost,position,team,selected_by_percent,goals_scored,yellow_cards,saves_per_90,direct_freekicks_order,transfers_in,penalties_missed,chance_of_playing_next_round,cost_change_start_fall,cost_change_event_fall,points_per_game_rank_type,penalties_saved,influence,threat,expected_goal_involvements,starts_per_90,selected_rank,ep_next,dreamteam_count,creativity,can_select,cost_change_start,value_form,now_cost_rank,form_rank_type,expected_assists,cost_change_event,in_dreamteam,expected_goals_per_90,creativity_rank,red_cards,points_per_game_rank,chance_of_playing_this_round,starts,clean_sheets,selected_rank_type,expected_goals_conceded,expected_assists_per_90,bonus,threat_rank_type,threat_rank,form,transfers_out,ict_index,creativity_rank_type,clean_sheets_per_90,total_points,expected_goal_involvements_per_90,transfers_out_event,ict_index_rank,now_cost_rank_type,expected_goals,ict_index_rank_type,form_rank,influence_rank,ep_this,own_goals,region,value_season,saves,team_join_date,transfers_in_event,status,minutes,bps,event_points,points_per_game,penalties_order,news_added,goals_conceded_per_90,influence_rank_type,expected_goals_conceded_per_90,news,corners_and_indirect_freekicks_order,goals_conceded,web_name,assists
466,Joe Lumley,4.0,GKP,Southampton,0.6,0,0,4.33,,76729,0,,0,0,25,0,102.2,0.0,0.0,1.0,244,-0.5,0,0.0,True,0,0.0,610,46,0.0,0,False,0.0,486,0,154,,3,0,38,9.4,0.0,0,18,450,0.0,42745,10.2,31,0.0,8,0.0,2692,370,48,0.0,27,430,301,-0.5,0,241.0,2.0,13,2023-08-07,1635,a,270,22,0,2.7,,,2.33,27,3.13,,,7,Lumley,0
467,Ryan Manning,4.3,DEF,Southampton,0.1,0,1,0.0,,2837,0,,2,0,120,0,126.8,45.0,1.62,1.21,504,-0.1,0,193.6,True,-2,0.1,551,111,1.48,0,False,0.02,121,0,357,,9,0,181,20.02,0.2,0,80,265,0.4,6786,36.4,25,0.0,14,0.22,131,232,122,0.14,70,339,275,-0.1,0,104.0,3.3,0,2023-07-12,61,a,668,57,0,1.3,,,2.43,103,2.7,,1.0,18,Manning,1
468,Sékou Mara,5.0,FWD,Southampton,0.0,0,0,0.0,,782,0,0.0,0,0,72,0,0.0,0.0,0.0,0.0,577,0.0,0,0.0,False,0,0.0,219,64,0.0,0,False,0.0,697,0,701,0.0,0,0,72,0.0,0.0,0,71,692,0.0,8198,0.0,71,0.0,0,0.0,24,700,49,0.0,71,679,700,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-26T10:17:11.280625Z,0.0,71,0.0,Transferred to Strasbourg,,0,Mara,0
469,Alex McCarthy,4.3,GKP,Southampton,0.1,0,0,4.75,,16797,0,,2,0,30,0,126.6,0.0,0.0,1.0,409,-0.3,0,0.0,True,-2,0.0,532,29,0.0,0,False,0.0,563,0,180,,4,0,59,8.29,0.0,0,44,533,0.2,24777,12.7,56,0.0,10,0.0,279,355,26,0.0,26,372,276,-0.3,0,241.0,2.3,19,2016-08-01,55,a,360,25,0,2.5,,,2.5,26,2.07,,,10,McCarthy,0
470,Paul Onuachu,4.9,FWD,Southampton,0.2,0,1,0.0,,40088,0,100.0,1,0,42,0,22.6,129.0,1.09,1.13,340,0.7,0,36.5,True,-1,0.2,241,28,0.05,0,False,0.29,310,0,390,100.0,4,0,55,8.29,0.01,0,34,151,1.2,35212,18.7,35,0.0,11,0.3,1521,326,53,1.04,34,240,407,0.7,0,157.0,2.2,0,2023-01-31,2038,a,319,19,1,1.1,,2024-11-25T09:30:07.798801Z,2.26,39,2.34,,,8,Onuachu,0
471,Will Smallbone,5.0,MID,Southampton,0.0,0,0,0.0,1.0,1928,0,100.0,0,0,156,0,22.6,32.0,0.85,1.12,610,-0.5,0,57.1,True,0,0.0,202,295,0.54,0,False,0.12,276,0,340,75.0,3,0,259,4.93,0.2,0,159,293,0.0,6158,11.1,172,0.0,6,0.32,39,362,126,0.31,177,672,408,-0.4,0,104.0,1.2,0,2019-07-22,9,a,240,31,0,1.5,,2024-10-20T11:00:06.361543Z,1.88,190,1.85,,2.0,5,Smallbone,0
472,Jack Stephens,4.0,DEF,Southampton,0.5,0,2,0.0,,118822,0,0.0,0,0,133,0,127.2,17.0,0.48,1.13,263,0.0,0,51.5,True,0,0.0,602,152,0.2,0,False,0.03,289,2,399,0.0,10,1,98,19.16,0.02,2,115,338,0.0,112930,19.6,82,0.11,10,0.05,2461,321,157,0.28,105,426,274,0.0,0,241.0,2.5,0,2011-07-01,48,i,793,39,0,1.0,,2024-12-27T02:00:09.866125Z,2.27,102,2.17,Knock - Expected back 01 Feb,,20,Stephens,0
473,Ross Stewart,4.4,FWD,Southampton,2.2,0,1,0.0,,704824,0,0.0,1,0,50,0,5.8,9.0,0.19,0.69,129,0.0,0,6.7,True,-1,0.0,499,43,0.02,0,False,0.12,411,0,478,0.0,1,0,21,2.56,0.01,0,45,365,0.0,553442,2.1,46,0.0,3,0.13,16857,450,78,0.17,46,524,455,0.0,0,243.0,0.7,0,2023-09-01,19940,i,130,5,0,0.8,,2024-10-05T18:00:07.268831Z,1.38,43,1.77,Muscle injury - Unknown return date,,2,Stewart,0
474,Sugawara Yukinari,4.3,DEF,Southampton,0.2,1,3,0.0,2.0,31971,0,100.0,2,0,80,0,221.0,73.0,2.07,1.02,383,0.9,1,223.7,True,-2,0.3,554,69,1.7,0,False,0.03,101,0,253,100.0,11,2,137,25.03,0.16,0,62,228,1.4,37299,51.6,21,0.18,34,0.19,649,165,124,0.37,45,214,181,0.9,0,108.0,7.9,0,2024-07-14,93,a,975,126,-1,2.0,,2024-10-20T11:00:06.390070Z,2.22,70,2.31,,,24,Sugawara,1
475,Charlie Taylor,3.9,DEF,Southampton,4.6,0,1,0.0,,394028,0,,1,0,163,0,72.6,2.0,0.1,0.68,84,-0.7,0,26.5,True,-1,-0.1,692,244,0.1,0,False,0.0,335,0,483,,2,0,30,7.61,0.03,0,142,408,-0.2,452667,10.2,109,0.0,5,0.03,14692,369,227,0.0,124,718,344,-0.7,0,241.0,1.3,0,2024-07-01,4854,a,263,16,-1,0.7,,,3.42,121,2.6,,,10,Taylor,0
476,Kyle Walker-Peters,4.3,DEF,Southampton,0.3,0,4,0.0,,35721,0,100.0,2,0,79,0,301.4,167.0,2.29,1.01,303,1.1,0,226.3,True,-2,0.4,546,62,1.89,0,False,0.02,97,0,252,100.0,18,2,114,44.19,0.11,3,11,121,1.6,53396,69.2,20,0.11,36,0.13,1613,103,118,0.41,22,197,116,1.1,0,241.0,8.4,0,2020-08-11,515,a,1600,163,-1,2.0,,2024-12-20T17:00:08.649440Z,2.25,43,2.49,,,40,Walker-Peters,2
477,Nathan Wood-Gordon,4.0,DEF,Southampton,1.4,0,2,0.0,,118991,0,,0,0,86,0,92.6,14.0,0.27,0.95,181,1.9,0,18.9,True,0,0.6,627,40,0.04,0,False,0.04,361,0,269,,6,1,72,15.06,0.01,2,120,348,2.4,116473,12.7,121,0.16,13,0.05,4008,354,176,0.23,119,129,315,1.9,0,241.0,3.2,0,2024-07-05,3914,a,570,51,1,1.9,,,1.89,113,2.38,,,12,Wood,0
515,Maxwel Cornet,4.7,MID,Southampton,0.0,0,1,0.0,,2300,0,100.0,3,0,233,0,11.6,7.0,0.16,1.27,595,-0.5,0,3.5,True,-3,0.0,327,265,0.0,0,False,0.2,422,0,496,100.0,1,0,248,1.79,0.0,0,200,378,0.0,4273,2.2,218,0.0,1,0.2,67,449,211,0.16,215,628,440,-0.5,0,54.0,0.2,0,2024-08-30,53,a,71,12,0,0.5,,2024-12-21T21:30:08.763721Z,5.07,204,2.27,,,4,Cornet,0
518,Flynn Downes,4.8,MID,Southampton,0.0,1,7,0.0,,6699,0,75.0,2,0,113,0,193.8,102.0,1.73,1.05,533,0.5,0,225.0,True,-2,0.3,303,110,1.13,0,False,0.04,99,0,260,75.0,16,2,208,31.59,0.07,0,108,182,1.2,9604,52.2,72,0.13,32,0.11,285,163,200,0.6,93,237,213,0.5,0,241.0,6.7,0,2024-07-16,9,d,1369,206,0,2.0,,2024-12-30T09:30:07.198312Z,1.97,90,2.08,Leg injury - 75% chance of playing,,30,Downes,0
584,Ben Brereton Díaz,4.9,MID,Southampton,0.1,0,1,0.0,,22633,0,,6,0,172,0,21.8,81.0,1.05,0.81,400,-0.5,0,63.6,True,-6,0.0,254,281,0.15,0,False,0.18,267,0,364,,4,0,140,11.43,0.03,0,121,209,0.0,80699,16.8,167,0.0,13,0.21,238,338,165,0.9,166,654,413,-0.5,0,44.0,2.7,0,2024-07-30,31,a,446,43,0,1.3,,,2.02,192,2.31,,,10,Brereton Díaz,0
608,Tyler Dibling,4.5,MID,Southampton,2.6,2,5,0.0,,711330,0,100.0,0,0,103,0,184.0,198.0,2.98,1.01,121,2.3,1,232.6,True,0,0.6,418,48,1.09,0,False,0.15,93,0,239,100.0,13,1,40,30.3,0.08,4,62,96,2.8,454705,61.4,71,0.08,40,0.23,16674,126,255,1.89,77,110,222,2.3,0,241.0,8.9,0,2023-08-07,20240,a,1163,155,2,2.1,,2024-11-30T01:00:08.409547Z,2.4,93,2.34,,4.0,31,Dibling,0
623,Mateus Gonçalo Espanha Fernandes,5.0,MID,Southampton,0.0,1,5,0.0,3.0,9383,0,100.0,0,0,99,0,229.0,217.0,3.79,1.03,564,0.9,0,306.2,True,0,0.3,230,105,1.83,0,False,0.13,61,0,225,0.0,16,3,226,35.58,0.12,0,52,82,1.4,8388,75.3,47,0.19,40,0.25,192,89,147,1.96,56,224,174,0.0,0,173.0,8.0,0,2024-08-20,77,a,1398,216,0,2.2,,2024-12-30T09:30:07.304371Z,1.93,68,2.29,,3.0,30,M.Fernandes,1
693,Joseph O'Brien-Whitmarsh,4.5,MID,Southampton,0.0,0,0,0.0,,613,0,,0,0,284,0,0.0,0.0,0.0,0.0,694,-0.5,0,0.0,True,0,0.0,444,248,0.0,0,False,0.0,648,0,659,,0,0,306,0.0,0.0,0,277,633,0.0,443,0.0,282,0.0,0,0.0,33,653,278,0.0,281,604,654,-0.5,0,104.0,0.0,0,2024-08-27,37,a,0,0,0,0.0,,,0.0,282,0.0,,,0,O'Brien-Whitmarsh,0
718,Welington Damascena Santos,4.0,DEF,Southampton,0.0,0,0,0.0,,35,0,,0,0,196,0,0.0,0.0,0.0,0.0,717,0.7,0,0.0,True,0,0.0,652,174,0.0,0,False,0.0,519,0,546,,0,0,244,0.0,0.0,0,182,486,0.0,12,0.0,193,0.0,0,0.0,12,539,190,0.0,196,462,540,0.7,0,30.0,0.0,0,2025-01-01,35,a,0,0,0,0.0,,,0.0,196,0.0,,,0,Welington,0
82,Dominic Solanke-Mitchell,7.5,FWD,Spurs,9.0,7,0,0.0,,2527185,0,100.0,0,0,9,0,396.2,561.0,9.26,1.01,39,5.4,1,168.3,True,0,0.7,17,5,1.08,0,False,0.49,139,0,17,100.0,17,3,10,28.62,0.06,6,7,14,5.4,4350221,112.4,15,0.18,83,0.55,43515,30,6,8.18,7,26,49,5.9,0,241.0,11.1,0,2024-08-10,44255,a,1508,323,9,4.9,,2024-12-02T00:00:07.868049Z,1.61,6,1.71,,,27,Solanke,5
478,Ashley Phillips,4.0,DEF,Spurs,0.2,0,0,0.0,,8361,0,0.0,0,0,208,0,0.0,0.0,0.0,0.0,379,0.0,0,0.0,False,0,0.0,669,187,0.0,0,False,0.0,533,0,559,0.0,0,0,134,0.0,0.0,0,196,501,0.0,42493,0.0,206,0.0,0,0.0,245,552,206,0.0,208,476,553,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-26T10:10:07.966773Z,0.0,208,0.0,Loaned to Stoke City,,0,A.Phillips,0
479,Brandon Austin,4.0,GKP,Spurs,0.5,0,0,2.0,,34719,0,,0,0,37,0,20.0,0.0,0.0,1.0,261,0.2,0,0.0,True,0,0.0,621,28,0.0,0,False,0.0,495,0,403,,1,0,41,2.53,0.0,0,21,460,0.2,33333,2.0,34,0.0,1,0.0,1918,451,51,0.0,36,362,416,0.7,0,241.0,0.2,2,2017-07-22,3911,a,90,7,1,1.0,,,2.0,36,2.53,,,2,Austin,0
480,Rodrigo Bentancur,4.9,MID,Spurs,0.1,2,5,0.0,,20658,0,0.0,1,0,97,0,149.4,86.0,1.28,1.18,430,0.0,0,75.9,True,-1,0.3,251,96,0.46,0,False,0.11,249,0,223,0.0,9,1,155,9.76,0.06,1,118,203,1.6,37553,31.2,155,0.13,27,0.17,451,254,162,0.82,129,206,250,0.0,0,230.0,5.5,0,2022-01-31,389,i,685,139,0,2.2,,2025-01-09T16:30:08.892612Z,1.58,107,1.28,Head injury - Expected back 26 Jan,,12,Bentancur,0
481,Lucas Bergvall,4.4,MID,Spurs,0.9,0,2,0.0,,158288,0,100.0,1,0,186,0,71.0,12.0,0.49,0.64,215,1.0,0,72.8,True,-1,0.2,524,127,0.41,0,False,0.03,254,0,387,100.0,2,1,64,7.11,0.13,0,187,354,1.0,161790,15.5,158,0.32,14,0.16,5187,344,315,0.08,168,263,347,1.5,0,206.0,3.2,0,2024-07-01,9600,a,282,68,2,1.1,,2024-10-16T12:30:07.550630Z,1.6,162,2.27,,,5,Bergvall,0
482,Yves Bissouma,4.9,MID,Spurs,0.3,2,5,0.0,,90763,0,100.0,1,0,90,0,204.4,32.0,0.75,0.98,315,1.2,1,89.8,True,-1,0.2,259,115,0.38,0,False,0.04,222,0,213,100.0,10,2,100,17.55,0.04,4,158,292,1.2,89678,32.9,141,0.2,37,0.08,1241,245,168,0.37,123,243,197,1.7,0,132.0,7.6,0,2022-06-17,569,a,917,193,1,2.3,,2024-12-09T09:30:06.664766Z,1.57,82,1.72,,,16,Bissouma,0
483,Bryan Gil Salvatierra,5.0,MID,Spurs,0.0,0,0,0.0,,0,0,0.0,0,0,310,0,0.0,0.0,0.0,0.0,707,0.0,0,0.0,False,0,0.0,212,298,0.0,0,False,0.0,693,0,697,0.0,0,0,316,0.0,0.0,0,307,688,0.0,149,0.0,309,0.0,0,0.0,1,696,133,0.0,310,675,696,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-31T11:08:25.895794Z,0.0,310,0.0,On loan to Girona for the season,,0,Bryan,0
484,Ben Davies,4.3,DEF,Spurs,0.1,0,1,0.0,,11957,0,0.0,2,0,51,0,72.6,2.0,0.03,1.0,412,0.0,0,2.5,True,-2,0.0,544,211,0.03,0,False,0.0,429,0,181,0.0,3,1,148,5.14,0.01,0,148,414,0.0,25521,7.8,154,0.33,10,0.01,338,387,117,0.0,128,507,345,0.0,0,244.0,2.3,0,2014-07-23,9,i,270,51,0,2.5,,2024-12-06T10:30:08.078300Z,0.67,122,1.71,Hamstring injury - Expected back 26 Jan,,2,Davies,0
485,Alfie Devine,4.5,MID,Spurs,0.0,0,0,0.0,,4716,0,0.0,0,0,267,0,0.0,0.0,0.0,0.0,527,0.0,0,0.0,False,0,0.0,416,228,0.0,0,False,0.0,629,0,640,0.0,0,0,205,0.0,0.0,0,259,613,0.0,12458,0.0,265,0.0,0,0.0,63,633,253,0.0,263,581,634,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-09-10T11:37:22.522366Z,0.0,264,0.0,Loaned to Westerlo,,0,Devine,0
486,Radu Drăgușin,4.3,DEF,Spurs,0.3,0,1,0.0,,50122,0,100.0,2,0,101,0,189.6,37.0,0.19,0.97,310,1.4,0,22.4,True,-2,0.3,567,71,0.09,0,False,0.01,352,0,303,100.0,11,2,117,23.94,0.01,0,85,279,1.4,47574,24.9,118,0.18,22,0.02,2622,290,134,0.1,91,216,216,1.9,0,177.0,5.1,0,2024-01-11,933,a,1025,80,0,1.7,,2024-12-27T02:30:09.769805Z,1.93,82,2.1,,,22,Dragusin,0
487,Emerson Leite de Souza Junior,4.5,DEF,Spurs,0.0,0,0,0.0,,0,0,0.0,0,0,240,0,0.0,0.0,0.0,0.0,657,0.0,0,0.0,False,0,0.0,377,230,0.0,0,False,0.0,602,0,614,0.0,0,0,224,0.0,0.0,0,235,584,0.0,2656,0.0,240,0.0,0,0.0,1,607,67,0.0,240,553,608,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-13T07:06:12.490889Z,0.0,240,0.0,Transferred to AC Milan,,0,E.Royal,0
488,Fraser Forster,4.3,GKP,Spurs,0.7,0,0,4.14,,100916,0,,2,0,26,0,221.0,0.0,0.0,1.0,236,2.2,0,0.0,True,-2,0.5,529,14,0.0,0,False,0.0,561,0,155,,7,1,34,14.8,0.0,0,43,531,2.2,59034,22.2,55,0.14,19,0.0,9493,304,25,0.0,21,143,180,2.7,0,241.0,4.4,29,2022-06-10,1529,a,630,64,0,2.7,,,2.14,21,2.11,,,15,Forster,0
489,Archie Gray,4.6,MID,Spurs,0.2,0,0,0.0,,27254,0,100.0,4,0,152,0,115.2,7.0,0.08,0.9,336,2.2,0,12.7,True,-4,0.5,355,64,0.05,0,False,0.0,384,0,334,100.0,6,1,108,14.05,0.01,0,199,377,2.2,32676,13.4,208,0.15,20,0.01,1703,353,227,0.03,172,145,286,2.7,0,241.0,4.3,0,2024-07-02,2770,a,603,112,2,1.5,,2024-12-02T00:00:08.747842Z,1.94,128,2.1,,,13,Gray,0
490,Pierre-Emile Højbjerg,5.0,MID,Spurs,0.0,0,0,0.0,,0,0,0.0,0,0,308,0,0.0,0.0,0.0,0.0,696,0.0,0,0.0,False,0,0.0,192,293,0.0,0,False,0.0,690,0,695,0.0,0,0,308,0.0,0.0,0,305,686,0.0,522,0.0,307,0.0,0,0.0,8,694,118,0.0,308,670,694,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-23T11:58:08.802970Z,0.0,308,0.0,On loan to Marseille for the season,,0,Højbjerg,0
491,Brennan Johnson,6.4,MID,Spurs,5.2,7,3,0.0,,2047262,0,,1,1,16,0,377.6,609.0,9.53,1.0,75,3.4,0,214.4,True,-1,0.5,51,39,1.17,-1,False,0.52,108,0,37,,16,2,23,24.28,0.07,7,5,9,3.4,1610398,119.5,77,0.12,88,0.59,70262,21,29,8.36,16,80,60,3.9,0,244.0,13.8,0,2023-09-01,13921,a,1445,297,2,4.4,,,1.31,17,1.51,,,21,Johnson,4
492,Dejan Kulusevski,6.5,MID,Spurs,6.7,5,3,0.0,,1233119,0,,0,0,22,0,448.4,515.0,6.19,1.02,59,4.8,0,611.3,True,0,0.7,43,17,3.37,0,False,0.16,6,0,56,,18,4,15,29.43,0.19,5,9,17,4.8,792974,157.2,6,0.23,81,0.35,94878,9,24,2.82,6,39,29,5.3,0,206.0,12.5,0,2023-07-01,23081,a,1588,314,2,4.0,,,1.53,9,1.67,,3.0,27,Kulusevski,4
493,Giovani Lo Celso,4.9,MID,Spurs,0.0,0,0,0.0,,2052,0,0.0,1,0,304,0,0.0,0.0,0.0,0.0,568,0.0,0,0.0,False,-1,0.0,250,279,0.0,0,False,0.0,682,0,688,0.0,0,0,229,0.0,0.0,0,299,674,0.0,10618,0.0,303,0.0,0,0.0,19,686,161,0.0,303,652,686,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:14:45.936781Z,0.0,303,0.0,Transferred to Real Betis,,0,Lo Celso,0
494,James Maddison,7.6,MID,Spurs,8.0,8,4,0.0,2.0,2096151,0,,-1,1,7,0,525.2,409.0,8.91,1.09,45,4.6,3,457.7,True,1,0.6,15,21,4.44,-1,False,0.35,25,0,15,,14,4,13,20.07,0.35,12,21,35,4.6,1813361,138.9,21,0.31,99,0.7,209204,14,10,4.47,11,45,11,5.1,0,241.0,13.0,0,2023-06-28,14189,a,1158,437,1,5.0,2.0,,1.4,4,1.56,,1.0,18,Maddison,5
495,Pedro Porro,5.5,DEF,Spurs,23.7,2,2,0.0,1.0,2458052,0,100.0,0,0,18,0,486.6,145.0,3.61,0.94,13,2.8,2,515.9,True,0,0.5,114,36,2.33,0,False,0.07,17,0,82,100.0,17,4,6,30.15,0.13,3,14,134,2.8,3467488,114.9,3,0.22,69,0.2,80732,25,11,1.28,1,118,20,3.3,0,200.0,12.5,0,2023-07-01,28236,a,1626,291,4,3.5,,2024-08-19T23:00:06.196679Z,1.55,5,1.67,,2.0,28,Pedro Porro,4
496,Sergio Reguilón,4.2,DEF,Spurs,0.2,0,1,0.0,,11587,0,,3,0,169,0,16.2,9.0,0.3,0.0,382,0.2,0,18.7,True,-3,0.0,582,129,0.23,0,False,0.07,362,0,491,,0,0,136,1.18,0.24,0,127,364,0.2,29490,4.4,122,0.0,1,0.31,538,423,147,0.07,146,370,428,0.7,0,200.0,0.2,0,2020-09-19,501,a,85,17,0,0.5,,,1.06,154,1.25,,,1,Reguilón,0
497,Richarlison de Andrade,6.8,FWD,Spurs,0.3,0,1,0.0,,47059,0,50.0,2,0,38,0,22.2,17.0,0.68,0.0,300,0.0,0,23.7,True,-2,0.0,33,75,0.49,0,False,0.2,344,0,355,0.0,0,0,48,0.59,0.51,0,44,341,0.0,134284,6.2,41,0.0,7,0.71,300,405,17,0.19,42,713,411,0.0,0,30.0,1.0,0,2022-07-01,67,d,87,22,0,1.4,2.0,2024-11-04T00:00:08.087677Z,0.0,40,0.61,Hamstring injury - 50% chance of playing,,0,Richarlison,1
498,Cristian Romero,4.9,DEF,Spurs,3.7,1,1,0.0,,931103,0,0.0,1,0,41,0,249.6,140.0,1.77,1.11,93,0.0,1,95.1,True,-1,0.0,258,241,0.74,0,False,0.1,214,0,137,0.0,12,2,34,12.86,0.07,2,17,139,0.0,1229485,48.7,54,0.18,35,0.17,11517,184,28,1.03,53,655,158,0.0,0,10.0,7.1,0,2022-08-30,81,i,974,185,0,2.9,,2024-11-21T14:30:08.425075Z,1.2,57,1.19,Muscle injury - Expected back 26 Jan,,13,Romero,0
499,Pape Matar Sarr,4.8,MID,Spurs,0.3,1,3,0.0,,46931,0,100.0,2,0,114,0,227.8,123.0,2.59,1.02,317,3.0,0,168.4,True,-2,0.6,320,44,0.47,0,False,0.18,138,0,261,100.0,12,2,101,20.87,0.04,1,98,154,3.0,48719,51.6,96,0.17,40,0.22,2388,167,207,2.12,94,101,175,3.5,0,189.0,8.3,0,2021-08-27,2203,a,1055,226,2,2.0,,2024-11-10T23:00:08.379204Z,1.62,69,1.78,,,19,P.M.Sarr,2
500,Dane Scarlett,4.5,FWD,Spurs,0.1,0,0,0.0,,0,0,0.0,0,0,58,0,0.0,0.0,0.0,0.0,505,0.0,0,0.0,False,0,0.0,409,49,0.0,0,False,0.0,624,0,635,0.0,0,0,68,0.0,0.0,0,55,608,0.0,14874,0.0,55,0.0,0,0.0,84,628,68,0.0,55,574,629,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-14T08:32:58.295903Z,0.0,55,0.0,Loaned to Oxford United,,0,Scarlett,0
502,Manor Solomon,5.4,MID,Spurs,0.0,0,0,0.0,,480,0,0.0,1,0,316,0,0.0,0.0,0.0,0.0,599,0.0,0,0.0,False,-1,0.0,130,309,0.0,0,False,0.0,705,0,707,0.0,0,0,252,0.0,0.0,0,314,704,0.0,5418,0.0,315,0.0,0,0.0,11,707,77,0.0,316,694,707,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-29T11:11:30.036154Z,0.0,316,0.0,Season long loan to Leeds United,,0,Solomon,0
503,Son Heung-min,9.8,MID,Spurs,5.3,5,0,0.0,,1663582,1,100.0,2,1,8,0,421.4,440.0,8.2,1.09,73,3.8,2,471.5,True,-2,0.4,5,27,3.52,-1,False,0.34,23,0,19,100.0,15,2,22,23.16,0.26,9,16,30,3.8,2173953,133.3,19,0.15,82,0.6,85174,16,4,4.68,12,58,40,4.3,0,114.0,8.4,0,2015-08-28,6620,a,1236,356,1,4.8,1.0,2024-10-25T10:30:06.315550Z,1.53,12,1.69,,4.0,21,Son,6
504,Djed Spence,4.4,DEF,Spurs,0.1,0,1,0.0,,10902,0,100.0,1,0,117,0,108.4,12.0,0.58,0.88,433,1.6,1,70.9,True,-1,0.4,502,65,0.49,0,False,0.02,256,1,348,100.0,4,1,155,9.73,0.11,0,123,353,1.6,12714,19.1,68,0.22,11,0.13,585,323,101,0.09,106,200,295,2.1,0,241.0,2.5,0,2022-07-19,1031,a,410,64,1,1.4,,2024-12-27T00:30:09.848258Z,1.98,110,2.14,,,9,Spence,1
505,Destiny Udogie,4.8,DEF,Spurs,1.8,0,2,0.0,,315146,0,0.0,2,1,76,0,248.6,116.0,1.41,1.13,146,0.0,0,211.3,True,-2,0.2,321,93,1.1,-1,False,0.02,111,0,241,0.0,18,2,58,23.5,0.07,0,28,165,0.8,529706,57.7,22,0.13,37,0.09,25615,139,41,0.31,34,292,160,0.0,0,106.0,7.7,0,2022-08-16,76,i,1430,204,0,2.1,,2024-12-30T09:30:07.165603Z,1.32,58,1.48,Hamstring injury - Expected back 16 Feb,,21,Udogie,1
506,Micky van de Ven,4.5,DEF,Spurs,2.7,0,4,0.0,,1026332,0,0.0,0,0,28,0,161.0,40.0,1.04,1.03,116,0.0,1,36.6,True,0,0.0,413,233,0.69,0,False,0.04,309,0,115,0.0,9,2,44,9.79,0.08,2,84,275,0.0,1466015,23.8,96,0.23,28,0.12,9651,295,77,0.35,94,578,238,0.0,0,152.0,6.2,0,2023-08-08,229,i,788,128,0,3.1,,2024-12-11T23:30:08.371422Z,1.26,90,1.12,Hamstring injury - Expected back 26 Jan,,11,Van de Ven,2
507,Alejo Véliz,5.0,FWD,Spurs,0.0,0,0,0.0,,0,0,0.0,0,0,73,0,0.0,0.0,0.0,0.0,678,0.0,0,0.0,False,0,0.0,228,66,0.0,0,False,0.0,701,0,704,0.0,0,0,77,0.0,0.0,0,73,696,0.0,968,0.0,73,0.0,0,0.0,3,704,51,0.0,73,683,704,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-10T12:19:41.352153Z,0.0,73,0.0,Loaned to Espanyol,,0,Veliz,0
508,Guglielmo Vicario,4.8,GKP,Spurs,1.7,0,1,2.42,,201692,0,0.0,2,0,18,0,260.4,0.0,0.0,1.0,157,0.0,1,0.0,True,-2,0.0,296,73,0.0,0,False,0.0,674,0,119,0.0,12,3,22,15.25,0.0,1,63,662,0.0,479367,25.9,69,0.25,37,0.0,5064,286,11,0.0,20,638,150,0.0,0,106.0,7.7,29,2023-07-01,87,i,1080,185,0,3.1,,2024-11-26T00:00:08.341528Z,1.08,20,1.27,Ankle injury - Expected back 25 Feb,,13,Vicario,0
509,Timo Werner,6.2,MID,Spurs,0.2,0,0,0.0,,14029,0,100.0,3,0,129,0,114.4,113.0,2.58,0.73,390,1.2,0,147.5,True,-3,0.2,59,123,1.54,0,False,0.19,155,0,287,100.0,4,1,134,11.36,0.28,2,104,168,1.2,33888,37.0,106,0.18,33,0.47,383,229,35,1.04,116,254,288,1.7,0,80.0,5.3,0,2024-01-09,181,a,496,117,2,1.9,,2024-12-20T13:00:09.182575Z,2.18,130,2.06,,,12,Werner,3
510,Alfie Whiteman,4.0,GKP,Spurs,1.2,0,0,0.0,,48476,0,,0,0,54,0,0.0,0.0,0.0,0.0,193,0.0,0,0.0,True,0,0.0,613,47,0.0,0,False,0.0,487,0,518,,0,0,28,0.0,0.0,0,19,452,0.0,71879,0.0,32,0.0,0,0.0,2102,510,49,0.0,54,431,511,0.5,0,241.0,0.0,0,2016-07-01,279,a,0,0,0,0.0,,,0.0,54,0.0,,,0,Whiteman,0
609,Will Lankshear,4.5,FWD,Spurs,1.6,0,0,0.0,,418683,0,100.0,0,0,44,0,0.0,0.0,0.0,0.0,163,0.2,0,0.0,True,0,0.0,452,39,0.0,0,False,0.0,655,0,434,100.0,0,0,26,0.02,0.0,0,58,640,0.2,317465,0.0,58,0.0,2,0.0,9265,660,72,0.0,58,384,661,0.7,0,241.0,0.4,0,2022-12-08,8021,a,9,6,0,1.0,,2024-09-13T15:00:07.321230Z,0.0,58,0.2,,,0,Lankshear,0
